Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
1980-11-22,380,,,0.0,,,,,,,,,,
1980-11-23,380,,,0.2,,,,,,,,,,
1980-11-24,380,,,0.0,,,,,,,,,,
1980-11-25,380,,,0.0,,,,,,,,,,
1980-11-26,380,,,0.0,,,,,,,,,,
1980-11-27,380,,,0.1,,,,,,,,,,
1980-11-28,380,,,0.0,,,,,,,,,,
1980-11-29,380,,,0.1,,,,,,,,,,
1980-11-30,380,,,0.0,,,,,,,,,,
1980-12-01,380,,,0.0,,,,,,,,,,
1980-12-02,380,,,0.0,,,,,,,,,,
1980-12-03,380,,,0.1,,,,,,,,,,
1980-12-04,380,,,0.0,,,,,,,,,,
1980-12-05,380,,,0.3,,,,,,,,,,
1980-12-06,380,,,0.0,,,,,,,,,,
1980-12-07,380,,,0.1,,,,,,,,,,
1980-12-08,380,,,0.0,,,,,,,,,,
1980-12-09,380,,,0.0,,,,,,,,,,
1980-12-10,380,,,0.1,,,,,,,,,,
1980-12-11,380,,,0.1,,,,,,,,,,
1980-12-12,380,,,0.2,,,,,,,,,,
1980-12-13,380,,,0.0,,,,,,,,,,
1980-12-14,380,,,0.0,,,,,,,,,,
1980-12-15,380,,,0.0,,,,,,,,,,
1980-12-16,380,,,0.0,,,,,,,,,,
1980-12-17,380,,,0.0,,,,,,,,,,
1980-12-18,380,,,0.0,,,,,,,,,,
1980-12-19,380,,,0.1,,,,,,,,,,
1980-12-20,380,,,0.0,,,,,,,,,,
1980-12-21,380,,,0.0,,,,,,,,,,
1980-12-22,380,,,0.0,,,,,,,,,,
1980-12-23,380,,,0.1,,,,,,,,,,
1980-12-24,380,,,0.1,,,,,,,,,,
1980-12-25,380,,,0.0,,,,,,,,,,
1980-12-26,380,,,0.0,,,,,,,,,,
1980-12-27,380,,,0.0,,,,,,,,,,
1980-12-28,380,,,0.0,,,,,,,,,,
1980-12-29,380,,,0.0,,,,,,,,,,
1980-12-30,380,,,0.0,,,,,,,,,,
1980-12-31,380,,,0.0,,,,,,,,,,
1981-01-01,380,,,0.0,,,,,,,,,,
1981-01-02,380,,,0.0,,,,,,,,,,
1981-01-03,380,,,0.0,,,,,,,,,,
1981-01-04,380,,,0.0,,,,,,,,,,
1981-01-05,380,,,0.0,,,,,,,,,,
1981-01-06,380,,,0.0,,,,,,,,,,
1981-01-07,380,,,0.0,,,,,,,,,,
1981-01-08,380,,,0.0,,,,,,,,,,
1981-01-09,380,,,0.0,,,,,,,,,,
1981-01-10,380,,,0.0,,,,,,,,,,
1981-01-11,380,,,0.0,,,,,,,,,,
1981-01-12,380,,,0.0,,,,,,,,,,
1981-01-13,380,,,0.1,,,,,,,,,,
1981-01-14,380,,,0.0,,,,,,,,,,
1981-01-15,380,,,0.0,,,,,,,,,,
1981-01-16,380,,,0.0,,,,,,,,,,
1981-01-17,380,,,0.0,,,,,,,,,,
1981-01-18,380,,,0.0,,,,,,,,,,
1981-01-19,380,,,0.0,,,,,,,,,,
1981-01-20,380,,,0.0,,,,,,,,,,
1981-01-21,380,,,0.0,,,,,,,,,,
1981-01-22,380,,,0.0,,,,,,,,,,
1981-01-23,380,,,0.0,,,,,,,,,,
1981-01-24,380,,,0.0,,,,,,,,,,
1981-01-25,380,,,0.0,,,,,,,,,,
1981-01-26,380,,,0.2,,,,,,,,,,
1981-01-27,380,,,0.2,,,,,,,,,,
1981-01-28,380,,,0.0,,,,,,,,,,
1981-01-29,380,,,0.0,,,,,,,,,,
1981-01-30,380,,,0.1,,,,,,,,,,
1981-01-31,380,,,0.0,,,,,,,,,,
1981-02-01,380,,,0.0,,,,,,,,,,
1981-02-02,380,,,0.0,,,,,,,,,,
1981-02-03,380,,,0.0,,,,,,,,,,
1981-02-04,380,,,0.0,,,,,,,,,,
1981-02-05,380,,,0.1,,,,,,,,,,
1981-02-06,380,,,0.0,,,,,,,,,,
1981-02-07,380,,,0.0,,,,,,,,,,
1981-02-08,380,,,0.1,,,,,,,,,,
1981-02-09,380,,,0.5,,,,,,,,,,
1981-02-10,380,,,0.1,,,,,,,,,,
1981-02-11,380,,,0.0,,,,,,,,,,
1981-02-12,380,,,0.0,,,,,,,,,,
1981-02-13,380,,,0.0,,,,,,,,,,
1981-02-14,380,,,0.1,,,,,,,,,,
1981-02-15,380,,,0.0,,,,,,,,,,
1981-02-16,380,,,0.0,,,,,,,,,,
1981-02-17,380,,,0.0,,,,,,,,,,
1981-02-18,380,,,0.0,,,,,,,,,,
1981-02-19,380,,,0.0,,,,,,,,,,
1981-02-20,380,,,0.0,,,,,,,,,,
1981-02-21,380,,,0.0,,,,,,,,,,
1981-02-22,380,,,0.0,,,,,,,,,,
1981-02-23,380,,,0.0,,,,,,,,,,
1981-02-24,380,,,0.0,,,,,,,,,,
1981-02-25,380,,,0.0,,,,,,,,,,
1981-02-26,380,,,0.0,,,,,,,,,,
1981-02-27,380,,,0.3,,,,,,,,,,
1981-02-28,380,,,0.0,,,,,,,,,,
1981-03-01,380,,,0.0,,,,,,,,,,
1981-03-02,380,,,0.1,,,,,,,,,,
1981-03-03,380,,,0.1,,,,,,,,,,
1981-03-04,380,,,0.0,,,,,,,,,,
1981-03-05,380,,,0.0,,,,,,,,,,
1981-03-06,380,,,0.0,,,,,,,,,,
1981-03-07,380,,,0.1,,,,,,,,,,
1981-03-08,380,,,0.0,,,,,,,,,,
1981-03-09,380,,,0.2,,,,,,,,,,
1981-03-10,380,,,0.1,,,,,,,,,,
1981-03-11,380,,,0.2,,,,,,,,,,
1981-03-12,380,,,0.0,,,,,,,,,,
1981-03-13,380,,,0.0,,,,,,,,,,
1981-03-14,380,,,0.0,,,,,,,,,,
1981-03-15,380,,,0.0,,,,,,,,,,
1981-03-16,380,,,0.5,,,,,,,,,,
1981-03-17,380,,,0.1,,,,,,,,,,
1981-03-18,380,,,0.0,,,,,,,,,,
1981-03-19,380,,,0.1,,,,,,,,,,
1981-03-20,380,,,0.4,,,,,,,,,,
1981-03-21,380,,,0.0,,,,,,,,,,
1981-03-22,380,,,0.0,,,,,,,,,,
1981-03-23,380,,,0.1,,,,,,,,,,
1981-03-24,380,,,0.0,,,,,,,,,,
1981-03-25,380,,,0.2,,,,,,,,,,
1981-03-26,380,,,0.2,,,,,,,,,,
1981-03-27,380,,,0.0,,,,,,,,,,
1981-03-28,380,,,0.1,,,,,,,,,,
1981-03-29,380,,,0.2,,,,,,,,,,
1981-03-30,380,,,0.1,,,,,,,,,,
1981-03-31,380,,,0.1,,,,,,,,,,
1981-04-01,380,,,0.1,,,,,,,,,,
1981-04-02,380,,,0.3,,,,,,,,,,
1981-04-03,380,,,0.0,,,,,,,,,,
1981-04-04,380,,,0.2,,,,,,,,,,
1981-04-05,380,,,0.1,,,,,,,,,,
1981-04-06,380,,,0.0,,,,,,,,,,
1981-04-07,380,,,0.2,,,,,,,,,,
1981-04-08,380,,,0.0,,,,,,,,,,
1981-04-09,380,,,0.2,,,,,,,,,,
1981-04-10,380,,,0.0,,,,,,,,,,
1981-04-11,380,,,0.0,,,,,,,,,,
1981-04-12,380,,,0.0,,,,,,,,,,
1981-04-13,380,,,0.0,,,,,,,,,,
1981-04-14,380,,,0.0,,,,,,,,,,
1981-04-15,380,,,0.0,,,,,,,,,,
1981-04-16,380,,,0.1,,,,,,,,,,
1981-04-17,380,,,0.0,,,,,,,,,,
1981-04-18,380,,,0.0,,,,,,,,,,
1981-04-19,380,,,0.0,,,,,,,,,,
1981-04-20,380,,,0.0,,,,,,,,,,
1981-04-21,380,,,0.1,,,,,,,,,,
1981-04-22,380,,,0.0,,,,,,,,,,
1981-04-23,380,,,0.1,,,,,,,,,,
1981-04-24,380,,,0.1,,,,,,,,,,
1981-04-25,380,,,0.0,,,,,,,,,,
1981-04-26,380,,,0.0,,,,,,,,,,
1981-04-27,380,,,0.0,,,,,,,,,,
1981-04-28,380,,,0.0,,,,,,,,,,
1981-04-29,380,,,0.0,,,,,,,,,,
1981-04-30,380,,,0.0,,,,,,,,,,
1981-05-01,380,,,0.0,,,,,,,,,,
1981-05-02,380,,,0.0,,,,,,,,,,
1981-05-03,380,,,0.7,,,,,,,,,,
1981-05-04,380,,,0.0,,,,,,,,,,
1981-05-05,380,,,0.0,,,,,,,,,,
1981-05-06,380,,,0.3,,,,,,,,,,
1981-05-07,380,,,0.2,,,,,,,,,,
1981-05-08,380,,,0.1,,,,,,,,,,
1981-05-09,380,,,0.0,,,,,,,,,,
1981-05-10,380,,,0.2,,,,,,,,,,
1981-05-11,380,,,0.1,,,,,,,,,,
1981-05-12,380,,,0.1,,,,,,,,,,
1981-05-13,380,,,0.2,,,,,,,,,,
1981-05-14,380,,,0.0,,,,,,,,,,
1981-05-15,380,,,0.5,,,,,,,,,,
1981-05-16,380,,,0.1,,,,,,,,,,
1981-05-17,380,,,0.3,,,,,,,,,,
1981-05-18,380,,,0.1,,,,,,,,,,
1981-05-19,380,,,0.0,,,,,,,,,,
1981-05-20,380,,,0.0,,,,,,,,,,
1981-05-21,380,,,0.1,,,,,,,,,,
1981-05-22,380,,,0.1,,,,,,,,,,
1981-05-23,380,,,0.0,,,,,,,,,,
1981-05-24,380,,,0.0,,,,,,,,,,
1981-05-25,380,,,0.0,,,,,,,,,,
1981-05-26,380,,,0.1,,,,,,,,,,
1981-05-27,380,,,0.1,,,,,,,,,,
1981-05-28,380,,,0.1,,,,,,,,,,
1981-05-29,380,,,0.3,,,,,,,,,,
1981-05-30,380,,,0.1,,,,,,,,,,
1981-05-31,380,,,0.1,,,,,,,,,,
1981-06-01,380,,,0.0,,,,,,,,,,
1981-06-02,380,,,0.0,,,,,,,,,,
1981-06-03,380,,,0.1,,,,,,,,,,
1981-06-04,380,,,0.0,,,,,,,,,,
1981-06-05,380,,,0.0,,,,,,,,,,
1981-06-06,380,,,0.0,,,,,,,,,,
1981-06-07,380,,,0.0,,,,,,,,,,
1981-06-08,380,,,0.0,,,,,,,,,,
1981-06-09,380,,,0.0,,,,,,,,,,
1981-06-10,380,,,0.0,,,,,,,,,,
1981-06-11,380,,,0.0,,,,,,,,,,
1981-06-12,380,,,0.0,,,,,,,,,,
1981-06-13,380,,,0.0,,,,,,,,,,
1981-06-14,380,,,0.0,,,,,,,,,,
1981-06-15,380,,,0.0,,,,,,,,,,
1981-06-16,380,,,0.0,,,,,,,,,,
1981-06-17,380,,,0.1,,,,,,,,,,
1981-06-18,380,,,0.0,,,,,,,,,,
1981-06-19,380,,,0.0,,,,,,,,,,
1981-06-20,380,,,0.0,,,,,,,,,,
1981-06-21,380,,,0.0,,,,,,,,,,
1981-06-22,380,,,0.0,,,,,,,,,,
1981-06-23,380,,,0.0,,,,,,,,,,
1981-06-24,380,,,0.0,,,,,,,,,,
1981-06-25,380,,,0.0,,,,,,,,,,
1981-06-26,380,,,0.2,,,,,,,,,,
1981-06-27,380,,,0.0,,,,,,,,,,
1981-06-28,380,,,0.0,,,,,,,,,,
1981-06-29,380,,,0.0,,,,,,,,,,
1981-06-30,380,,,0.3,,,,,,,,,,
1981-07-01,380,,,0.7,,,,,,,,,,
1981-07-02,380,,,0.0,,,,,,,,,,
1981-07-03,380,,,0.0,,,,,,,,,,
1981-07-04,380,,,0.0,,,,,,,,,,
1981-07-05,380,,,0.0,,,,,,,,,,
1981-07-06,380,,,0.0,,,,,,,,,,
1981-07-07,380,,,0.0,,,,,,,,,,
1981-07-08,380,,,0.2,,,,,,,,,,
1981-07-09,380,,,0.5,,,,,,,,,,
1981-07-10,380,,,0.2,,,,,,,,,,
1981-07-11,380,,,0.2,,,,,,,,,,
1981-07-12,380,,,0.0,,,,,,,,,,
1981-07-13,380,,,0.2,,,,,,,,,,
1981-07-14,380,,,0.0,,,,,,,,,,
1981-07-15,380,,,0.5,,,,,,,,,,
1981-07-16,380,,,0.3,,,,,,,,,,
1981-07-17,380,,,0.1,,,,,,,,,,
1981-07-18,380,,,0.0,,,,,,,,,,
1981-07-19,380,,,0.0,,,,,,,,,,
1981-07-20,380,,,0.0,,,,,,,,,,
1981-07-21,380,,,0.0,,,,,,,,,,
1981-07-22,380,,,0.0,,,,,,,,,,
1981-07-23,380,,,0.0,,,,,,,,,,
1981-07-24,380,,,0.0,,,,,,,,,,
1981-07-25,380,,,0.4,,,,,,,,,,
1981-07-26,380,,,0.0,,,,,,,,,,
1981-07-27,380,,,0.0,,,,,,,,,,
1981-07-28,380,,,0.2,,,,,,,,,,
1981-07-29,380,,,0.0,,,,,,,,,,
1981-07-30,380,,,0.0,,,,,,,,,,
1981-07-31,380,,,0.0,,,,,,,,,,
1981-08-01,380,,,0.0,,,,,,,,,,
1981-08-02,380,,,0.0,,,,,,,,,,
1981-08-03,380,,,0.0,,,,,,,,,,
1981-08-04,380,,,0.0,,,,,,,,,,
1981-08-05,380,,,0.0,,,,,,,,,,
1981-08-06,380,,,0.0,,,,,,,,,,
1981-08-07,380,,,0.0,,,,,,,,,,
1981-08-08,380,,,0.0,,,,,,,,,,
1981-08-09,380,,,0.0,,,,,,,,,,
1981-08-10,380,,,0.2,,,,,,,,,,
1981-08-11,380,,,0.2,,,,,,,,,,
1981-08-12,380,,,0.2,,,,,,,,,,
1981-08-13,380,,,0.0,,,,,,,,,,
1981-08-14,380,,,0.0,,,,,,,,,,
1981-08-15,380,,,0.0,,,,,,,,,,
1981-08-16,380,,,0.0,,,,,,,,,,
1981-08-17,380,,,0.0,,,,,,,,,,
1981-08-18,380,,,0.0,,,,,,,,,,
1981-08-19,380,,,0.0,,,,,,,,,,
1981-08-20,380,,,0.0,,,,,,,,,,
1981-08-21,380,,,0.0,,,,,,,,,,
1981-08-22,380,,,0.0,,,,,,,,,,
1981-08-23,380,,,0.0,,,,,,,,,,
1981-08-24,380,,,0.2,,,,,,,,,,
1981-08-25,380,,,0.0,,,,,,,,,,
1981-08-26,380,,,0.0,,,,,,,,,,
1981-08-27,380,,,0.0,,,,,,,,,,
1981-08-28,380,,,0.3,,,,,,,,,,
1981-08-29,380,,,0.0,,,,,,,,,,
1981-08-30,380,,,0.0,,,,,,,,,,
1981-08-31,380,,,0.0,,,,,,,,,,
1981-09-01,380,,,0.0,,,,,,,,,,
1981-09-02,380,,,0.0,,,,,,,,,,
1981-09-03,380,,,0.0,,,,,,,,,,
1981-09-04,380,,,0.0,,,,,,,,,,
1981-09-05,380,,,0.2,,,,,,,,,,
1981-09-06,380,,,0.2,,,,,,,,,,
1981-09-07,380,,,0.3,,,,,,,,,,
1981-09-08,380,,,0.0,,,,,,,,,,
1981-09-09,380,,,0.0,,,,,,,,,,
1981-09-10,380,,,0.0,,,,,,,,,,
1981-09-11,380,,,0.0,,,,,,,,,,
1981-09-12,380,,,0.0,,,,,,,,,,
1981-09-13,380,,,0.0,,,,,,,,,,
1981-09-14,380,,,0.6,,,,,,,,,,
1981-09-15,380,,,0.0,,,,,,,,,,
1981-09-16,380,,,0.0,,,,,,,,,,
1981-09-17,380,,,0.0,,,,,,,,,,
1981-09-18,380,,,0.0,,,,,,,,,,
1981-09-19,380,,,0.0,,,,,,,,,,
1981-09-20,380,,,0.0,,,,,,,,,,
1981-09-21,380,,,0.0,,,,,,,,,,
1981-09-22,380,,,0.0,,,,,,,,,,
1981-09-23,380,,,0.0,,,,,,,,,,
1981-09-24,380,,,0.0,,,,,,,,,,
1981-09-25,380,,,0.0,,,,,,,,,,
1981-09-26,380,,,0.0,,,,,,,,,,
1981-09-27,380,,,0.0,,,,,,,,,,
1981-09-28,380,,,0.0,,,,,,,,,,
1981-09-29,380,,,0.0,,,,,,,,,,
1981-09-30,380,,,0.0,,,,,,,,,,
1981-10-01,380,,,0.0,,,,,,,,,,
1981-10-02,380,,,0.1,,,,,,,,,,
1981-10-03,380,,,0.2,,,,,,,,,,
1981-10-04,380,,,0.1,,,,,,,,,,
1981-10-05,380,,,0.1,,,,,,,,,,
1981-10-06,380,,,0.0,,,,,,,,,,
1981-10-07,380,,,0.0,,,,,,,,,,
1981-10-08,380,,,0.0,,,,,,,,,,
1981-10-09,380,,,0.0,,,,,,,,,,
1981-10-10,380,,,0.1,,,,,,,,,,
1981-10-11,380,,,0.1,,,,,,,,,,
1981-10-12,380,,,0.1,,,,,,,,,,
1981-10-13,380,,,0.0,,,,,,,,,,
1981-10-14,380,,,0.3,,,,,,,,,,
1981-10-15,380,,,0.2,,,,,,,,,,
1981-10-16,380,,,0.2,,,,,,,,,,
1981-10-17,380,,,0.0,,,,,,,,,,
1981-10-18,380,,,0.0,,,,,,,,,,
1981-10-19,380,,,0.0,,,,,,,,,,
1981-10-20,380,,,0.0,,,,,,,,,,
1981-10-21,380,,,0.0,,,,,,,,,,
1981-10-22,380,,,0.0,,,,,,,,,,
1981-10-23,380,,,0.0,,,,,,,,,,
1981-10-24,380,,,0.3,,,,,,,,,,
1981-10-25,380,,,0.0,,,,,,,,,,
1981-10-26,380,,,0.2,,,,,,,,,,
1981-10-27,380,,,0.0,,,,,,,,,,
1981-10-28,380,,,0.2,,,,,,,,,,
1981-10-29,380,,,0.0,,,,,,,,,,
1981-10-30,380,,,0.0,,,,,,,,,,
1981-10-31,380,,,0.0,,,,,,,,,,
1981-11-01,380,,,0.1,,,,,,,,,,
1981-11-02,380,,,0.0,,,,,,,,,,
1981-11-03,380,,,0.0,,,,,,,,,,
1981-11-04,380,,,0.1,,,,,,,,,,
1981-11-05,380,,,0.0,,,,,,,,,,
1981-11-06,380,,,0.0,,,,,,,,,,
1981-11-07,380,,,0.0,,,,,,,,,,
1981-11-08,380,,,0.0,,,,,,,,,,
1981-11-09,380,,,0.0,,,,,,,,,,
1981-11-10,380,,,0.0,,,,,,,,,,
1981-11-11,380,,,0.0,,,,,,,,,,
1981-11-12,380,,,0.0,,,,,,,,,,
1981-11-13,380,,,0.1,,,,,,,,,,
1981-11-14,380,,,0.0,,,,,,,,,,
1981-11-15,380,,,0.0,,,,,,,,,,
1981-11-16,380,,,0.0,,,,,,,,,,
1981-11-17,380,,,0.0,,,,,,,,,,
1981-11-18,380,,,0.0,,,,,,,,,,
1981-11-19,380,,,0.0,,,,,,,,,,
1981-11-20,380,,,0.0,,,,,,,,,,
1981-11-21,380,,,0.2,,,,,,,,,,
1981-11-22,380,,,0.2,,,,,,,,,,
1981-11-23,380,,,0.0,,,,,,,,,,
1981-11-24,380,,,0.0,,,,,,,,,,
1981-11-25,380,,,0.0,,,,,,,,,,
1981-11-26,380,,,0.0,,,,,,,,,,
1981-11-27,380,,,0.2,,,,,,,,,,
1981-11-28,380,,,0.1,,,,,,,,,,
1981-11-29,380,,,0.2,,,,,,,,,,
1981-11-30,380,,,0.0,,,,,,,,,,
1981-12-01,380,,,0.0,,,,,,,,,,
1981-12-02,380,,,0.0,,,,,,,,,,
1981-12-03,380,,,0.0,,,,,,,,,,
1981-12-04,380,,,0.2,,,,,,,,,,
1981-12-05,380,,,0.0,,,,,,,,,,
1981-12-06,380,,,0.0,,,,,,,,,,
1981-12-07,380,,,0.0,,,,,,,,,,
1981-12-08,380,,,0.0,,,,,,,,,,
1981-12-09,380,,,0.0,,,,,,,,,,
1981-12-10,380,,,0.0,,,,,,,,,,
1981-12-11,380,,,0.0,,,,,,,,,,
1981-12-12,380,,,0.0,,,,,,,,,,
1981-12-13,380,,,0.0,,,,,,,,,,
1981-12-14,380,,,0.1,,,,,,,,,,
1981-12-15,380,,,0.5,,,,,,,,,,
1981-12-16,380,,,0.0,,,,,,,,,,
1981-12-17,380,,,0.0,,,,,,,,,,
1981-12-18,380,,,0.2,,,,,,,,,,
1981-12-19,380,,,0.1,,,,,,,,,,
1981-12-20,380,,,0.0,,,,,,,,,,
1981-12-21,380,,,0.0,,,,,,,,,,
1981-12-22,380,,,0.0,,,,,,,,,,
1981-12-23,380,,,0.0,,,,,,,,,,
1981-12-24,380,,,0.1,,,,,,,,,,
1981-12-25,380,,,0.3,,,,,,,,,,
1981-12-26,380,,,1.1,,,,,,,,,,
1981-12-27,380,,,0.0,,,,,,,,,,
1981-12-28,380,,,0.1,,,,,,,,,,
1981-12-29,380,,,0.5,,,,,,,,,,
1981-12-30,380,,,0.6,,,,,,,,,,
1981-12-31,380,,,1.1,,,,,,,,,,
1982-01-01,380,,,0.7,,,,,,,,,,
1982-01-02,380,,,0.0,,,,,,,,,,
1982-01-03,380,,,0.0,,,,,,,,,,
1982-01-04,380,,,0.7,,,,,,,,,,
1982-01-05,380,,,0.8,,,,,,,,,,
1982-01-06,380,,,0.0,,,,,,,,,,
1982-01-07,380,,,0.0,,,,,,,,,,
1982-01-08,380,,,0.3,,,,,,,,,,
1982-01-09,380,,,0.1,,,,,,,,,,
1982-01-10,380,,,0.0,,,,,,,,,,
1982-01-11,380,,,0.1,,,,,,,,,,
1982-01-12,380,,,0.0,,,,,,,,,,
1982-01-13,380,,,0.1,,,,,,,,,,
1982-01-14,380,,,0.1,,,,,,,,,,
1982-01-15,380,,,0.1,,,,,,,,,,
1982-01-16,380,,,0.0,,,,,,,,,,
1982-01-17,380,,,0.1,,,,,,,,,,
1982-01-18,380,,,0.0,,,,,,,,,,
1982-01-19,380,,,0.1,,,,,,,,,,
1982-01-20,380,,,0.1,,,,,,,,,,
1982-01-21,380,,,0.1,,,,,,,,,,
1982-01-22,380,,,0.0,,,,,,,,,,
1982-01-23,380,,,0.0,,,,,,,,,,
1982-01-24,380,,,0.3,,,,,,,,,,
1982-01-25,380,,,0.0,,,,,,,,,,
1982-01-26,380,,,0.2,,,,,,,,,,
1982-01-27,380,,,0.0,,,,,,,,,,
1982-01-28,380,,,0.0,,,,,,,,,,
1982-01-29,380,,,0.0,,,,,,,,,,
1982-01-30,380,,,0.0,,,,,,,,,,
1982-01-31,380,,,0.0,,,,,,,,,,
1982-02-01,380,,,0.0,,,,,,,,,,
1982-02-02,380,,,0.0,,,,,,,,,,
1982-02-03,380,,,0.2,,,,,,,,,,
1982-02-04,380,,,0.0,,,,,,,,,,
1982-02-05,380,,,0.0,,,,,,,,,,
1982-02-06,380,,,0.0,,,,,,,,,,
1982-02-07,380,,,0.3,,,,,,,,,,
1982-02-08,380,,,0.1,,,,,,,,,,
1982-02-09,380,,,0.3,,,,,,,,,,
1982-02-10,380,,,0.2,,,,,,,,,,
1982-02-11,380,,,0.0,,,,,,,,,,
1982-02-12,380,,,0.0,,,,,,,,,,
1982-02-13,380,,,0.2,,,,,,,,,,
1982-02-14,380,,,0.0,,,,,,,,,,
1982-02-15,380,,,0.1,,,,,,,,,,
1982-02-16,380,,,0.0,,,,,,,,,,
1982-02-17,380,,,0.0,,,,,,,,,,
1982-02-18,380,,,0.0,,,,,,,,,,
1982-02-19,380,,,0.0,,,,,,,,,,
1982-02-20,380,,,0.0,,,,,,,,,,
1982-02-21,380,,,0.1,,,,,,,,,,
1982-02-22,380,,,0.1,,,,,,,,,,
1982-02-23,380,,,0.0,,,,,,,,,,
1982-02-24,380,,,0.0,,,,,,,,,,
1982-02-25,380,,,0.0,,,,,,,,,,
1982-02-26,380,,,0.0,,,,,,,,,,
1982-02-27,380,,,0.0,,,,,,,,,,
1982-02-28,380,,,0.0,,,,,,,,,,
1982-03-01,380,,,0.3,,,,,,,,,,
1982-03-02,380,,,0.4,,,,,,,,,,
1982-03-03,380,,,0.5,,,,,,,,,,
1982-03-04,380,,,0.0,,,,,,,,,,
1982-03-05,380,,,0.0,,,,,,,,,,
1982-03-06,380,,,0.0,,,,,,,,,,
1982-03-07,380,,,0.0,,,,,,,,,,
1982-03-08,380,,,0.3,,,,,,,,,,
1982-03-09,380,,,0.0,,,,,,,,,,
1982-03-10,380,,,0.1,,,,,,,,,,
1982-03-11,380,,,1.1,,,,,,,,,,
1982-03-12,380,,,0.3,,,,,,,,,,
1982-03-13,380,,,0.0,,,,,,,,,,
1982-03-14,380,,,0.3,,,,,,,,,,
1982-03-15,380,,,0.4,,,,,,,,,,
1982-03-16,380,,,0.1,,,,,,,,,,
1982-03-17,380,,,0.0,,,,,,,,,,
